,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
952,e94110,4.11,1.692,38.95,3.092,2.325,0.58,9.02e-05,0.682,1.429,0.02817,0.588321167883212,0.0907848147391961,1.1515457549222285,1.6,1.9,sig_r,p,e,NC,1
953,e94110,4.11,1.679,38.95,3.068,2.375,0.577,9.27e-05,0.672,1.327,0.02826,0.591484184914842,0.0843340886095779,1.4054404721932177,1.6,1.9,sig_r,p,e,NC,1
954,e94110,4.11,1.665,38.95,3.043,2.425,0.574,9.51e-05,0.663,1.271,0.0269,0.594890510948905,0.0808142122277206,1.385400348671572,1.6,1.9,sig_r,p,e,NC,1
955,e94110,4.11,1.652,38.95,3.018,2.475,0.571,9.75e-05,0.654,1.254,0.02636,0.598053527980535,0.0796764751647905,1.363346042945324,1.6,1.9,sig_r,p,e,NC,1
956,e94110,4.11,1.638,38.95,2.994,2.525,0.568,9.98e-05,0.645,1.325,0.03363,0.601459854014599,0.0842719313888839,1.9702839019606748,1.6,1.9,sig_r,p,e,NC,1
957,e94110,4.11,1.625,38.95,2.969,2.575,0.565,0.000102,0.637,1.36,0.03528,0.604622871046229,0.0864019966276613,2.0419222234899164,1.6,1.9,sig_r,p,e,NC,1
958,e94110,4.11,1.611,38.95,2.944,2.625,0.562,0.000104,0.628,1.432,0.03672,0.608029197080292,0.0909884870817965,2.003835465897603,1.6,1.9,sig_r,p,e,NC,1
959,e94110,4.11,1.598,38.95,2.92,2.675,0.558,0.000107,0.619,1.577,0.03988,0.611192214111922,0.100165033566373,1.9583395282592362,1.6,1.9,sig_r,p,e,NC,1
960,e94110,4.11,1.584,38.95,2.895,2.725,0.555,0.000109,0.611,1.754,0.04459,0.614598540145985,0.11137763229813,1.9755319141171244,1.6,1.9,sig_r,p,e,NC,1
961,e94110,4.11,1.571,38.95,2.87,2.775,0.552,0.000111,0.602,2.022,0.04913,0.617761557177616,0.128233847561599,1.8286044990027037,1.6,1.9,sig_r,p,e,NC,1
962,e94110,4.11,1.557,38.95,2.846,2.825,0.549,0.000113,0.594,2.239,0.05124,0.621167883211679,0.142034188533159,1.6362552963866497,1.6,1.9,sig_r,p,e,NC,1
963,e94110,4.11,1.544,38.95,2.821,2.875,0.545,0.000115,0.586,2.368,0.05157,0.624330900243309,0.149965359337896,1.4774156232009743,1.6,1.9,sig_r,p,e,NC,1
964,e94110,4.11,1.53,38.95,2.796,2.925,0.542,0.000117,0.578,2.323,0.05031,0.627737226277372,0.147020495305075,1.4595902184718574,1.6,1.9,sig_r,p,e,NC,1
965,e94110,4.11,1.517,38.95,2.772,2.975,0.539,0.000119,0.57,2.308,0.04934,0.630900243309003,0.145905033498035,1.4177835849615281,1.6,1.9,sig_r,p,e,NC,1
966,e94110,4.11,1.497,38.95,2.735,3.05,0.533,0.000122,0.558,2.271,0.04991,0.635766423357664,0.143270048971044,1.5066288149438,1.6,1.9,sig_r,p,e,NC,1
967,e94110,4.11,1.47,38.95,2.685,3.15,0.526,0.000126,0.542,2.293,0.05193,0.642335766423358,0.144191093873532,1.602794694093457,1.6,1.9,sig_r,p,e,NC,1
968,e94110,4.11,1.443,38.95,2.636,3.25,0.519,0.000129,0.527,2.409,0.06029,0.648905109489051,0.151013427046389,1.9244475455307282,1.6,1.9,sig_r,p,e,NC,1
969,e94110,4.11,1.416,38.95,2.587,3.35,0.512,0.000133,0.512,2.584,0.06351,0.655474452554745,0.161411796824816,1.8657079257818876,1.6,1.9,sig_r,p,e,NC,1
970,e94110,4.11,1.389,38.95,2.537,3.45,0.505,0.000136,0.497,2.716,0.06633,0.662043795620438,0.168848974835712,1.8450781838870043,1.6,1.9,sig_r,p,e,NC,1
971,e94110,4.11,1.362,38.95,2.488,3.55,0.498,0.00014,0.482,2.849,0.06826,0.668613138686131,0.176336953002769,1.7833880336079457,1.6,1.9,sig_r,p,e,NC,1
972,e94110,4.11,1.335,38.95,2.439,3.65,0.49,0.000142,0.468,2.989,0.07176,0.675182481751825,0.184055942239055,1.7899315005150158,1.6,1.9,sig_r,p,e,NC,1
973,e94110,4.11,1.308,38.95,2.389,3.75,0.483,0.000146,0.454,3.18,0.07178,0.681751824817518,0.194556138419309,1.5921995734908028,1.6,1.9,sig_r,p,e,NC,1
974,e94110,4.11,1.281,38.95,2.34,3.85,0.475,0.000148,0.441,3.311,0.07218,0.688321167883212,0.201284260756896,1.4806844148874974,1.6,1.9,sig_r,p,e,NC,1
975,e94110,2.238,1.751,21.95,0.568,1.225,0.904,0.000974,0.622,44.49,5.872,0.217605004468275,0.0257602298295124,13.101131695220648,1.6,1.9,sig_r,p,e,NC,1
976,e94110,2.238,1.729,21.95,0.561,1.275,0.901,0.00108,0.587,83.27,5.175,0.227435210008937,0.0502694202819762,6.005229747782487,1.6,1.9,sig_r,p,e,NC,1
977,e94110,2.238,1.706,21.95,0.553,1.325,0.898,0.00118,0.555,185.0,9.274,0.237712243074173,0.116097894164584,4.75077867593908,1.6,1.9,sig_r,p,e,NC,1
978,e94110,2.238,1.683,21.95,0.546,1.375,0.895,0.00128,0.525,332.9,9.659,0.24798927613941,0.217535545195448,2.420441956494105,1.6,1.9,sig_r,p,e,NC,1
979,e94110,2.238,1.66,21.95,0.539,1.425,0.891,0.00135,0.497,421.3,10.09,0.258266309204647,0.286136421449952,1.7820975034567275,1.6,1.9,sig_r,p,e,NC,1
980,e94110,2.238,1.638,21.95,0.531,1.475,0.888,0.00144,0.472,507.8,10.02,0.268096514745308,0.355501626542218,1.1548110214454717,1.6,1.9,sig_r,p,e,NC,1
981,e94110,2.238,1.615,21.95,0.524,1.525,0.884,0.00151,0.448,477.6,9.222,0.278373547810545,0.346336451213342,1.0809219562242172,1.6,1.9,sig_r,p,e,NC,1
982,e94110,2.238,1.592,21.95,0.517,1.575,0.88,0.00157,0.427,395.2,7.84,0.288650580875782,0.296329045864538,1.1728106959152356,1.6,1.9,sig_r,p,e,NC,1
983,e94110,2.238,1.57,21.95,0.509,1.625,0.876,0.00163,0.406,315.7,6.269,0.298480786416443,0.242899691239751,1.1760897172582296,1.6,1.9,sig_r,p,e,NC,1
984,e94110,2.238,1.547,21.95,0.502,1.675,0.872,0.00168,0.387,266.3,5.434,0.30875781948168,0.211280308009532,1.2664390339494613,1.6,1.9,sig_r,p,e,NC,1
985,e94110,2.238,1.524,21.95,0.494,1.725,0.868,0.00174,0.369,227.3,4.837,0.319034852546917,0.184961746933834,1.4030284586794213,1.6,1.9,sig_r,p,e,NC,1
986,e94110,2.238,1.501,21.95,0.487,1.775,0.863,0.00177,0.353,207.7,4.48,0.329311885612154,0.173803368259324,1.4465352210692204,1.6,1.9,sig_r,p,e,NC,1
987,e94110,2.238,1.479,21.95,0.48,1.825,0.858,0.0018,0.337,197.5,4.294,0.339142091152815,0.169389011747202,1.472089183117243,1.6,1.9,sig_r,p,e,NC,1
988,e94110,2.238,1.456,21.95,0.472,1.875,0.853,0.00184,0.322,194.3,4.272,0.349419124218052,0.170266457559899,1.5080165742600093,1.6,1.9,sig_r,p,e,NC,1
989,e94110,2.238,1.433,21.95,0.465,1.925,0.848,0.00186,0.308,196.4,4.306,0.359696157283289,0.176393731507727,1.4989662981811651,1.6,1.9,sig_r,p,e,NC,1
990,e94110,2.238,1.411,21.95,0.458,1.975,0.842,0.00188,0.295,202.4,4.388,0.36952636282395,0.185688397610543,1.462927013521276,1.6,1.9,sig_r,p,e,NC,1
991,e94110,2.238,1.388,21.95,0.45,2.025,0.836,0.0019,0.282,217.2,4.7,0.379803395889187,0.202911674693661,1.4568738934441638,1.6,1.9,sig_r,p,e,NC,1
992,e94110,2.238,1.365,21.95,0.443,2.075,0.83,0.00191,0.27,220.8,4.834,0.390080428954424,0.210757273474914,1.4943511155385256,1.6,1.9,sig_r,p,e,NC,1
993,e94110,2.238,1.342,21.95,0.436,2.125,0.824,0.00192,0.259,243.6,5.261,0.40035746201966,0.237320809635523,1.450604120387286,1.6,1.9,sig_r,p,e,NC,1
994,e94110,2.238,1.32,21.95,0.428,2.175,0.817,0.00192,0.249,282.4,5.974,0.410187667560322,0.278575892668385,1.3838650794937275,1.6,1.9,sig_r,p,e,NC,1
995,e94110,2.238,1.297,21.95,0.421,2.225,0.811,0.00193,0.238,325.6,6.558,0.420464700625559,0.327276870171346,1.2234012629674311,1.6,1.9,sig_r,p,e,NC,1
996,e94110,2.238,1.274,21.95,0.413,2.275,0.804,0.00193,0.229,332.1,6.519,0.430741733690795,0.33803269815282,1.1371998918239192,1.6,1.9,sig_r,p,e,NC,1
997,e94110,2.238,1.252,21.95,0.406,2.325,0.797,0.00193,0.219,299.5,5.906,0.440571939231457,0.309386985647376,1.1526489671986229,1.6,1.9,sig_r,p,e,NC,1
998,e94110,2.238,1.229,21.95,0.399,2.375,0.789,0.00192,0.211,267.6,5.304,0.450848972296693,0.280779356830062,1.1698601903338313,1.6,1.9,sig_r,p,e,NC,1
999,e94110,2.238,1.206,21.95,0.391,2.425,0.781,0.00192,0.202,254.1,5.06,0.46112600536193,0.269278332479884,1.1855137816499164,1.6,1.9,sig_r,p,e,NC,1
1000,e94110,2.238,1.183,21.95,0.384,2.475,0.773,0.00191,0.194,239.5,6.055,0.471403038427167,0.257384948133852,1.9574761562347542,1.6,1.9,sig_r,p,e,NC,1
1001,e94110,2.238,1.161,21.95,0.377,2.525,0.765,0.0019,0.186,235.5,5.969,0.481233243967828,0.255929264217003,1.9657654369235606,1.6,1.9,sig_r,p,e,NC,1
1002,e94110,2.238,1.138,21.95,0.369,2.575,0.757,0.00189,0.179,231.9,5.936,0.491510277033065,0.253718605547199,1.9980458086117163,1.6,1.9,sig_r,p,e,NC,1
1003,e94110,2.238,1.115,21.95,0.362,2.625,0.748,0.00188,0.172,231.8,5.959,0.501787310098302,0.256509807175072,2.0121527997680264,1.6,1.9,sig_r,p,e,NC,1
1004,e94110,2.238,1.093,21.95,0.354,2.675,0.739,0.00187,0.165,236.1,6.125,0.511617515638963,0.262008851409512,2.042077317623063,1.6,1.9,sig_r,p,e,NC,1
1005,e94110,2.238,1.07,21.95,0.347,2.725,0.729,0.00185,0.158,253.3,5.845,0.5218945487042,0.28386017852492,1.6627516355543868,1.6,1.9,sig_r,p,e,NC,1
1006,e94110,2.238,1.047,21.95,0.34,2.775,0.72,0.00183,0.152,261.3,5.857,0.532171581769437,0.295381239454529,1.5697944075433887,1.6,1.9,sig_r,p,e,NC,1
1007,e94110,2.238,1.024,21.95,0.332,2.825,0.71,0.00182,0.146,265.5,5.912,0.542448614834674,0.300681182721424,1.5486703709279286,1.6,1.9,sig_r,p,e,NC,1
1008,e94110,2.238,1.002,21.95,0.325,2.875,0.7,0.0018,0.14,258.4,5.727,0.552278820375335,0.294094353676348,1.5336636839600448,1.6,1.9,sig_r,p,e,NC,1
1009,e94110,2.238,0.979,21.95,0.318,2.925,0.689,0.00178,0.134,245.4,5.428,0.562555853440572,0.281056110555567,1.5272514275679876,1.6,1.9,sig_r,p,e,NC,1
1010,e94110,2.238,0.956,21.95,0.31,2.975,0.679,0.00177,0.129,227.4,5.038,0.572832886505809,0.260071682723792,1.5324322721193875,1.6,1.9,sig_r,p,e,NC,1
1011,e94110,2.238,0.922,21.95,0.299,3.05,0.662,0.00174,0.121,207.4,4.547,0.588025022341376,0.237600317107082,1.4988456449313359,1.6,1.9,sig_r,p,e,NC,1
1012,e94110,2.238,0.877,21.95,0.284,3.15,0.639,0.00171,0.111,188.1,4.143,0.608132260947274,0.214545709758929,1.5136824574635426,1.6,1.9,sig_r,p,e,NC,1
1013,e94110,2.238,0.831,21.95,0.27,3.25,0.615,0.00167,0.102,178.1,3.995,0.628686327077748,0.203262605690115,1.572130909479572,1.6,1.9,sig_r,p,e,NC,1
1014,e94110,2.238,0.786,21.95,0.255,3.35,0.589,0.00163,0.094,174.0,4.041,0.648793565683646,0.195896379840242,1.683331763615582,1.6,1.9,sig_r,p,e,NC,1
1015,e94110,2.238,0.74,21.95,0.24,3.45,0.563,0.0016,0.085,171.1,3.931,0.66934763181412,0.189616135396501,1.6487710044099453,1.6,1.9,sig_r,p,e,NC,1
1016,e94110,2.238,0.695,21.95,0.225,3.55,0.535,0.00156,0.078,173.3,3.933,0.689454870420018,0.1874434250786,1.6095080979223095,1.6,1.9,sig_r,p,e,NC,1
1017,e94110,2.238,0.65,21.95,0.211,3.65,0.506,0.00152,0.071,169.1,3.825,0.709562109025916,0.179166238668296,1.5989157689932905,1.6,1.9,sig_r,p,e,NC,1
1018,e94110,2.238,0.604,21.95,0.196,3.75,0.476,0.00149,0.064,163.5,3.692,0.73011617515639,0.167503816800915,1.5934345183683363,1.6,1.9,sig_r,p,e,NC,1
1019,e94110,2.238,0.559,21.95,0.181,3.85,0.445,0.00145,0.058,160.5,3.78,0.750223413762288,0.15736379960493,1.7282029105478909,1.6,1.9,sig_r,p,e,NC,1
1020,e94110,2.238,1.509,31.93,1.022,1.225,0.801,0.000225,0.748,4.782,0.6289,0.32573726541555,0.016690951120016,13.053710222077035,1.6,1.9,sig_r,p,e,NC,1
1021,e94110,2.238,1.49,31.93,1.009,1.275,0.797,0.000253,0.719,11.37,0.5867,0.334226988382484,0.0405319619350923,4.905744196992201,1.6,1.9,sig_r,p,e,NC,1
1022,e94110,2.238,1.47,31.93,0.996,1.325,0.793,0.000279,0.691,18.82,0.9613,0.343163538873995,0.0686195390505039,4.850801416461623,1.6,1.9,sig_r,p,e,NC,1
1023,e94110,2.238,1.451,31.93,0.982,1.375,0.789,0.000305,0.665,36.35,1.062,0.351653261840929,0.134846948960838,2.444528756282993,1.6,1.9,sig_r,p,e,NC,1
1024,e94110,2.238,1.431,31.93,0.969,1.425,0.785,0.000329,0.64,49.64,1.126,0.36058981233244,0.188014848132176,1.607896146632666,1.6,1.9,sig_r,p,e,NC,1
1025,e94110,2.238,1.412,31.93,0.956,1.475,0.781,0.000353,0.616,61.98,1.097,0.369079535299374,0.238985162687054,0.7567280063506042,1.6,1.9,sig_r,p,e,NC,1
1026,e94110,2.238,1.392,31.93,0.943,1.525,0.776,0.000374,0.594,55.99,0.9697,0.378016085790885,0.220040429800443,0.662973954129403,1.6,1.9,sig_r,p,e,NC,1
1027,e94110,2.238,1.372,31.93,0.929,1.575,0.772,0.000396,0.572,51.55,0.8886,0.386952636282395,0.205916453702396,0.6413735576796622,1.6,1.9,sig_r,p,e,NC,1
1028,e94110,2.238,1.353,31.93,0.916,1.625,0.767,0.000416,0.552,43.27,0.741,0.39544235924933,0.175522946400846,0.6104638763079193,1.6,1.9,sig_r,p,e,NC,1
1029,e94110,2.238,1.333,31.93,0.903,1.675,0.762,0.000434,0.532,38.43,0.6615,0.40437890974084,0.158558015212879,0.6347544370680577,1.6,1.9,sig_r,p,e,NC,1
1030,e94110,2.238,1.314,31.93,0.89,1.725,0.757,0.000452,0.513,35.55,0.6158,0.412868632707775,0.148764874828815,0.6637357162265836,1.6,1.9,sig_r,p,e,NC,1
1031,e94110,2.238,1.294,31.93,0.876,1.775,0.752,0.000469,0.495,34.26,0.5949,0.421805183199285,0.145260437025547,0.6746701707837378,1.6,1.9,sig_r,p,e,NC,1
1032,e94110,2.238,1.274,31.93,0.863,1.825,0.746,0.000483,0.477,34.23,0.596,0.430741733690795,0.147317126254457,0.6867660643344334,1.6,1.9,sig_r,p,e,NC,1
1033,e94110,2.238,1.255,31.93,0.85,1.875,0.741,0.000499,0.461,34.78,0.6075,0.43923145665773,0.151471511943276,0.7006698152291265,1.6,1.9,sig_r,p,e,NC,1
1034,e94110,2.238,1.235,31.93,0.837,1.925,0.735,0.000512,0.445,34.97,0.6178,0.44816800714924,0.154356533886634,0.749051020652156,1.6,1.9,sig_r,p,e,NC,1
1035,e94110,2.238,1.216,31.93,0.823,1.975,0.729,0.000525,0.429,35.62,0.6362,0.456657730116175,0.158549833352694,0.7937661860064025,1.6,1.9,sig_r,p,e,NC,1
1036,e94110,2.238,1.196,31.93,0.81,2.025,0.723,0.000537,0.414,37.53,0.8786,0.465594280607685,0.169088603365713,1.7089658259230005,1.6,1.9,sig_r,p,e,NC,1
1037,e94110,2.238,1.177,31.93,0.797,2.075,0.717,0.000549,0.4,40.41,0.947,0.47408400357462,0.18376670837461,1.7122778401878478,1.6,1.9,sig_r,p,e,NC,1
1038,e94110,2.238,1.157,31.93,0.784,2.125,0.71,0.000558,0.386,45.53,1.069,0.48302055406613,0.209306737743376,1.7183265302085728,1.6,1.9,sig_r,p,e,NC,1
1039,e94110,2.238,1.137,31.93,0.77,2.175,0.704,0.000569,0.373,54.22,1.267,0.491957104557641,0.251098863958289,1.7030920495649562,1.6,1.9,sig_r,p,e,NC,1
1040,e94110,2.238,1.118,31.93,0.757,2.225,0.697,0.000577,0.36,64.41,1.488,0.500446827524575,0.300525707257088,1.6664409174092336,1.6,1.9,sig_r,p,e,NC,1
1041,e94110,2.238,1.098,31.93,0.744,2.275,0.69,0.000584,0.348,64.83,1.44,0.509383378016086,0.305117862499238,1.540682415230346,1.6,1.9,sig_r,p,e,NC,1
1042,e94110,2.238,1.079,31.93,0.73,2.325,0.683,0.000593,0.336,60.91,1.352,0.517873100983021,0.287620237264943,1.5384822528738782,1.6,1.9,sig_r,p,e,NC,1
1043,e94110,2.238,1.059,31.93,0.717,2.375,0.675,0.000598,0.324,56.34,1.25,0.526809651474531,0.268066800441863,1.537044885805636,1.6,1.9,sig_r,p,e,NC,1
1044,e94110,2.238,1.04,31.93,0.704,2.425,0.668,0.000605,0.313,52.46,1.188,0.535299374441466,0.250780911030941,1.6026022826310367,1.6,1.9,sig_r,p,e,NC,1
1045,e94110,2.238,1.02,31.93,0.691,2.475,0.66,0.000609,0.302,50.13,1.194,0.544235924932976,0.241130804891045,1.764371281556004,1.6,1.9,sig_r,p,e,NC,1
1046,e94110,2.238,1.0,31.93,0.677,2.525,0.652,0.000614,0.292,49.45,1.183,0.553172475424486,0.23839856084337,1.7785312223359346,1.6,1.9,sig_r,p,e,NC,1
1047,e94110,2.238,0.981,31.93,0.664,2.575,0.644,0.000619,0.282,50.75,1.215,0.561662198391421,0.245312637798856,1.7809156520134524,1.6,1.9,sig_r,p,e,NC,1
1048,e94110,2.238,0.961,31.93,0.651,2.625,0.636,0.000623,0.272,50.33,1.217,0.570598748882931,0.244286138367597,1.8129870210490375,1.6,1.9,sig_r,p,e,NC,1
1049,e94110,2.238,0.942,31.93,0.638,2.675,0.627,0.000625,0.262,55.31,1.328,0.579088471849866,0.268859175933371,1.7902125308963965,1.6,1.9,sig_r,p,e,NC,1
1050,e94110,2.238,0.922,31.93,0.624,2.725,0.618,0.000628,0.253,59.04,1.417,0.588025022341376,0.286786491454879,1.7889452780457502,1.6,1.9,sig_r,p,e,NC,1
1051,e94110,2.238,0.902,31.93,0.611,2.775,0.609,0.00063,0.244,63.63,1.516,0.596961572832886,0.309672211905909,1.7653386224223255,1.6,1.9,sig_r,p,e,NC,1
1052,e94110,2.238,0.883,31.93,0.598,2.825,0.6,0.000632,0.235,67.97,1.59,0.605451295799821,0.330532379406321,1.7065086030515229,1.6,1.9,sig_r,p,e,NC,1
1053,e94110,2.238,0.863,31.93,0.585,2.875,0.591,0.000633,0.227,65.44,1.532,0.614387846291332,0.3183049106461,1.7089867981235178,1.6,1.9,sig_r,p,e,NC,1
1054,e94110,2.238,0.844,31.93,0.571,2.925,0.581,0.000635,0.218,63.46,1.482,0.622877569258266,0.30692699195786,1.7011064435883483,1.6,1.9,sig_r,p,e,NC,1
1055,e94110,2.238,0.824,31.93,0.558,2.975,0.571,0.000635,0.21,61.47,1.432,0.631814119749777,0.296955530405289,1.693220999264948,1.6,1.9,sig_r,p,e,NC,1
1056,e94110,2.238,0.795,31.93,0.538,3.05,0.556,0.000636,0.199,56.37,1.354,0.644772117962466,0.2702677702788,1.791519169705303,1.6,1.9,sig_r,p,e,NC,1
1057,e94110,2.238,0.756,31.93,0.512,3.15,0.536,0.000636,0.184,53.15,1.286,0.662198391420912,0.252447474626845,1.8150222416243365,1.6,1.9,sig_r,p,e,NC,1
1058,e94110,2.238,0.716,31.93,0.485,3.25,0.514,0.000634,0.17,52.81,1.26,0.680071492403932,0.247092796668378,1.769908167783277,1.6,1.9,sig_r,p,e,NC,1
1059,e94110,2.238,0.677,31.93,0.459,3.35,0.492,0.000631,0.157,53.51,1.257,0.697497765862377,0.246097820443006,1.7199537406861887,1.6,1.9,sig_r,p,e,NC,1
1060,e94110,2.238,0.638,31.93,0.432,3.45,0.469,0.000629,0.144,54.14,1.257,0.714924039320822,0.2426756885686,1.6824274389056857,1.6,1.9,sig_r,p,e,NC,1
1061,e94110,2.238,0.599,31.93,0.406,3.55,0.445,0.000625,0.132,54.98,1.263,0.732350312779267,0.240119177437108,1.648369849385994,1.6,1.9,sig_r,p,e,NC,1
1062,e94110,2.238,0.56,31.93,0.379,3.65,0.42,0.000621,0.12,54.61,1.245,0.749776586237712,0.230070694184373,1.6240376308006517,1.6,1.9,sig_r,p,e,NC,1
1063,e94110,2.238,0.521,31.93,0.353,3.75,0.395,0.000616,0.109,53.9,1.221,0.767202859696157,0.218876090039651,1.6036245908581068,1.6,1.9,sig_r,p,e,NC,1
1064,e94110,2.238,0.482,31.93,0.326,3.85,0.369,0.000613,0.099,52.76,1.195,0.784629133154602,0.20388802273011,1.6031546388304494,1.6,1.9,sig_r,p,e,NC,1
1065,e94110,2.238,1.253,42.95,1.503,1.225,0.663,7.5e-05,0.813,0.764,0.1049,0.440125111706881,0.00998439795032386,13.636823824067758,1.6,1.9,sig_r,p,e,NC,1
1066,e94110,2.238,1.237,42.95,1.484,1.275,0.659,8.49e-05,0.79,1.79,0.1075,0.447274352100089,0.0236336837740983,5.788529201460197,1.6,1.9,sig_r,p,e,NC,1
1067,e94110,2.238,1.221,42.95,1.464,1.325,0.654,9.43e-05,0.767,3.338,0.1827,0.454423592493298,0.0444511196601298,5.234254627284076,1.6,1.9,sig_r,p,e,NC,1
1068,e94110,2.238,1.204,42.95,1.445,1.375,0.65,0.000104,0.745,6.748,0.2004,0.462019660411081,0.0908915639675173,2.501904643779994,1.6,1.9,sig_r,p,e,NC,1
1069,e94110,2.238,1.188,42.95,1.425,1.425,0.646,0.000113,0.724,8.631,0.2488,0.46916890080429,0.117125400843527,2.39782597164128,1.6,1.9,sig_r,p,e,NC,1
1070,e94110,2.238,1.172,42.95,1.406,1.475,0.641,0.000122,0.703,10.54,0.2613,0.476318141197498,0.144275478551065,1.8936925173134844,1.6,1.9,sig_r,p,e,NC,1
1071,e94110,2.238,1.156,42.95,1.386,1.525,0.637,0.00013,0.683,10.61,0.2545,0.483467381590706,0.146196731848388,1.7870836839958029,1.6,1.9,sig_r,p,e,NC,1
1072,e94110,2.238,1.139,42.95,1.367,1.575,0.632,0.000138,0.663,9.629,0.2312,0.49106344950849,0.13398328245129,1.7903031881579596,1.6,1.9,sig_r,p,e,NC,1
1073,e94110,2.238,1.123,42.95,1.347,1.625,0.627,0.000147,0.644,8.743,0.2064,0.498212689901698,0.122354255982555,1.7358342220169523,1.6,1.9,sig_r,p,e,NC,1
1074,e94110,2.238,1.107,42.95,1.328,1.675,0.622,0.000154,0.626,7.96,0.1954,0.505361930294906,0.112144746020463,1.8616967394362418,1.6,1.9,sig_r,p,e,NC,1
1075,e94110,2.238,1.091,42.95,1.308,1.725,0.617,0.000162,0.608,7.913,0.1946,0.512511170688114,0.112020973478139,1.867587330326304,1.6,1.9,sig_r,p,e,NC,1
1076,e94110,2.238,1.074,42.95,1.289,1.775,0.612,0.000169,0.59,7.852,0.2001,0.520107238605898,0.112057676633205,1.983511702216272,1.6,1.9,sig_r,p,e,NC,1
1077,e94110,2.238,1.058,42.95,1.269,1.825,0.606,0.000176,0.573,7.853,0.2012,0.527256478999106,0.112507380717911,2.001060877300527,1.6,1.9,sig_r,p,e,NC,1
1078,e94110,2.238,1.042,42.95,1.25,1.875,0.601,0.000183,0.557,8.27,0.2104,0.534405719392315,0.119061802506694,1.9780356625774338,1.6,1.9,sig_r,p,e,NC,1
1079,e94110,2.238,1.026,42.95,1.23,1.925,0.595,0.000189,0.541,8.249,0.2125,0.541554959785523,0.119102844729146,2.0189442170981766,1.6,1.9,sig_r,p,e,NC,1
1080,e94110,2.238,1.009,42.95,1.211,1.975,0.59,0.000196,0.525,8.649,0.2236,0.549151027703307,0.125657887573513,2.030670045921183,1.6,1.9,sig_r,p,e,NC,1
1081,e94110,2.238,0.993,42.95,1.191,2.025,0.584,0.000202,0.51,9.403,0.2405,0.556300268096515,0.136866939277467,1.9954449134674626,1.6,1.9,sig_r,p,e,NC,1
1082,e94110,2.238,0.977,42.95,1.172,2.075,0.578,0.000208,0.495,10.08,0.2663,0.563449508489723,0.14720222004643,2.1022490569788954,1.6,1.9,sig_r,p,e,NC,1
1083,e94110,2.238,0.96,42.95,1.152,2.125,0.572,0.000213,0.481,11.84,0.3201,0.571045576407507,0.173381456713493,2.179258586933529,1.6,1.9,sig_r,p,e,NC,1
1084,e94110,2.238,0.944,42.95,1.133,2.175,0.566,0.000219,0.467,14.21,0.374,0.578194816800715,0.20855216873074,2.089774457532553,1.6,1.9,sig_r,p,e,NC,1
1085,e94110,2.238,0.928,42.95,1.113,2.225,0.56,0.000224,0.453,16.72,0.4329,0.585344057193923,0.245395191312286,2.0355627271242036,1.6,1.9,sig_r,p,e,NC,1
1086,e94110,2.238,0.912,42.95,1.094,2.275,0.553,0.000229,0.44,18.18,0.4485,0.592493297587131,0.267125417153063,1.8777839908206988,1.6,1.9,sig_r,p,e,NC,1
1087,e94110,2.238,0.895,42.95,1.074,2.325,0.547,0.000234,0.426,17.42,0.4287,0.600089365504915,0.256277077340671,1.8698518179294725,1.6,1.9,sig_r,p,e,NC,1
1088,e94110,2.238,0.879,42.95,1.055,2.375,0.54,0.000238,0.414,16.03,0.3967,0.607238605898123,0.235823666767749,1.8879387403358667,1.6,1.9,sig_r,p,e,NC,1
1089,e94110,2.238,0.863,42.95,1.035,2.425,0.533,0.000243,0.401,14.61,0.3708,0.614387846291332,0.214502611841601,1.9701221947290766,1.6,1.9,sig_r,p,e,NC,1
1090,e94110,2.238,0.847,42.95,1.016,2.475,0.527,0.000247,0.389,14.08,0.3648,0.62153708668454,0.206549161061925,2.0378444291347098,1.6,1.9,sig_r,p,e,NC,1
1091,e94110,2.238,0.83,42.95,0.996,2.525,0.52,0.000251,0.377,14.62,0.3767,0.629133154602323,0.214201252850504,2.0196300719362124,1.6,1.9,sig_r,p,e,NC,1
1092,e94110,2.238,0.814,42.95,0.977,2.575,0.512,0.000255,0.366,14.23,0.372,0.636282394995532,0.208047516892676,2.067369679142886,1.6,1.9,sig_r,p,e,NC,1
1093,e94110,2.238,0.798,42.95,0.957,2.625,0.505,0.000259,0.354,15.01,0.3908,0.64343163538874,0.218513960921063,2.05395240233354,1.6,1.9,sig_r,p,e,NC,1
1094,e94110,2.238,0.782,42.95,0.938,2.675,0.498,0.000262,0.343,16.25,0.4199,0.650580875781948,0.235848141399437,2.0290529810726965,1.6,1.9,sig_r,p,e,NC,1
1095,e94110,2.238,0.765,42.95,0.918,2.725,0.49,0.000265,0.332,17.73,0.4469,0.658176943699732,0.256396735704584,1.94765415031765,1.6,1.9,sig_r,p,e,NC,1
1096,e94110,2.238,0.749,42.95,0.899,2.775,0.482,0.000268,0.322,19.55,0.4794,0.66532618409294,0.281454612947854,1.8582671766489778,1.6,1.9,sig_r,p,e,NC,1
1097,e94110,2.238,0.733,42.95,0.879,2.825,0.475,0.000272,0.311,21.3,0.5114,0.672475424486148,0.304550452186447,1.7901139416005905,1.6,1.9,sig_r,p,e,NC,1
