,I,J,x,Q2,obs,target,curent,lepton beam,units,value,*%dST_u,*%dSR_u,*%1dN1_c,*%2dN1_c,*%3dN1_c,*%4dN1_c,*%5dN1_c,*%6dN1_c,*%7dN1_c,*%8dN1_c,*%1dN2_c,*%2dN2_c,*%3dN2_c,*%4dN2_c,*%5dN2_c,*%6dN2_c,*%7dN2_c,*%8dN2_c,%*norm_c
445,446,4,0.569,10.679,sig,d/p,e,nc,1,0.768,3.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
446,447,4,0.781,10.252,sig,d/p,e,nc,1,0.735,4.1,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
447,448,4,0.691,9.398,sig,d/p,e,nc,1,0.7575,3.5,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
448,449,4,0.607,8.543,sig,d/p,e,nc,1,0.6925,3.6,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
449,450,4,0.529,7.689,sig,d/p,e,nc,1,0.7635,4.7,0.5,0.0,0,0.0,0.5,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0,1
450,451,5,0.893,30.091,sig,d/p,e,nc,1,1.3045,9.4,0.6,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
451,452,5,0.844,28.583,sig,d/p,e,nc,1,0.8925,5.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
452,453,5,0.788,26.79,sig,d/p,e,nc,1,0.8015,3.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
453,454,5,0.725,24.815,sig,d/p,e,nc,1,0.769,4.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
454,455,5,0.667,22.919,sig,d/p,e,nc,1,0.757,3.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
455,456,5,0.62,21.419,sig,d/p,e,nc,1,0.7465,4.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
456,457,5,0.585,20.267,sig,d/p,e,nc,1,0.678,9.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
457,458,5,0.88,23.944,sig,d/p,e,nc,1,0.9315,6.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
458,459,5,0.84,22.962,sig,d/p,e,nc,1,0.822,5.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
459,460,5,0.785,21.587,sig,d/p,e,nc,1,0.7375,4.8,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
460,461,5,0.729,20.168,sig,d/p,e,nc,1,0.7815,4.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
461,462,5,0.675,18.784,sig,d/p,e,nc,1,0.776,4.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
462,463,5,0.633,17.702,sig,d/p,e,nc,1,0.706,5.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
463,464,5,0.595,16.706,sig,d/p,e,nc,1,0.571,18.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
464,465,5,0.875,19.421,sig,d/p,e,nc,1,0.7515,6.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
465,466,5,0.827,18.469,sig,d/p,e,nc,1,0.8045,5.2,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
466,467,5,0.775,17.412,sig,d/p,e,nc,1,0.7325,4.8,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
467,468,5,0.722,16.332,sig,d/p,e,nc,1,0.8025,5.1,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
468,469,5,0.671,15.289,sig,d/p,e,nc,1,0.743,5.8,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
469,470,5,0.627,14.36,sig,d/p,e,nc,1,0.678,6.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
470,471,5,0.582,13.413,sig,d/p,e,nc,1,0.758,8.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
471,472,5,0.552,12.776,sig,d/p,e,nc,1,0.6995,14.1,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
472,473,5,0.842,14.263,sig,d/p,e,nc,1,0.8615,7.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
473,474,5,0.791,13.512,sig,d/p,e,nc,1,0.733,5.2,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
474,475,5,0.736,12.679,sig,d/p,e,nc,1,0.704,5.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
475,476,5,0.683,11.87,sig,d/p,e,nc,1,0.68,4.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
476,477,5,0.634,11.103,sig,d/p,e,nc,1,0.733,4.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
477,478,5,0.591,10.414,sig,d/p,e,nc,1,0.719,4.8,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
478,479,5,0.545,9.677,sig,d/p,e,nc,1,0.7445,5.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
479,480,5,0.507,9.072,sig,d/p,e,nc,1,0.8755,12.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
480,481,5,0.761,7.612,sig,d/p,e,nc,1,0.708,2.5,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
481,482,5,0.704,7.132,sig,d/p,e,nc,1,0.698,2.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
482,483,5,0.655,6.714,sig,d/p,e,nc,1,0.698,2.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
483,484,5,0.611,6.333,sig,d/p,e,nc,1,0.7385,2.5,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
484,485,5,0.566,5.935,sig,d/p,e,nc,1,0.7185,4.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
485,486,5,0.535,5.652,sig,d/p,e,nc,1,0.9105,11.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
486,487,5,0.711,23.73,sig,d/p,e,nc,1,0.6465,9.5,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
487,488,5,0.657,22.087,sig,d/p,e,nc,1,0.693,4.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
488,489,5,0.609,20.59,sig,d/p,e,nc,1,0.821,4.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
489,490,5,0.568,19.317,sig,d/p,e,nc,1,0.7915,4.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
490,491,5,0.522,17.846,sig,d/p,e,nc,1,0.8415,5.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
491,492,5,0.476,16.37,sig,d/p,e,nc,1,0.8205,6.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
492,493,5,0.434,14.994,sig,d/p,e,nc,1,0.8495,9.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
493,494,5,0.726,19.475,sig,d/p,e,nc,1,0.908,12.4,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
494,495,5,0.673,18.202,sig,d/p,e,nc,1,0.713,6.1,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
495,496,5,0.617,16.825,sig,d/p,e,nc,1,0.7575,7.2,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
496,497,5,0.576,15.795,sig,d/p,e,nc,1,0.7225,6.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
497,498,5,0.526,14.525,sig,d/p,e,nc,1,0.8165,6.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
498,499,5,0.471,13.117,sig,d/p,e,nc,1,0.748,6.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
499,500,5,0.432,12.103,sig,d/p,e,nc,1,0.897,8.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
500,501,5,0.405,11.394,sig,d/p,e,nc,1,0.978,10.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
501,502,5,0.377,10.663,sig,d/p,e,nc,1,1.1165,50.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
502,503,5,0.736,16.305,sig,d/p,e,nc,1,0.6705,14.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
503,504,5,0.697,15.541,sig,d/p,e,nc,1,0.6235,9.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
504,505,5,0.647,14.558,sig,d/p,e,nc,1,0.7365,7.5,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
505,506,5,0.593,13.467,sig,d/p,e,nc,1,0.713,9.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
506,507,5,0.549,12.558,sig,d/p,e,nc,1,0.7165,9.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
507,508,5,0.505,11.649,sig,d/p,e,nc,1,0.7675,8.1,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
508,509,5,0.462,10.739,sig,d/p,e,nc,1,0.788,6.5,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
509,510,5,0.43,10.058,sig,d/p,e,nc,1,0.793,8.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
510,511,5,0.405,9.515,sig,d/p,e,nc,1,0.7835,15.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
511,512,5,0.724,7.481,sig,d/p,e,nc,1,0.5095,13.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
512,513,5,0.678,7.101,sig,d/p,e,nc,1,0.8385,8.7,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
513,514,5,0.622,6.619,sig,d/p,e,nc,1,0.757,8.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
514,515,5,0.568,6.152,sig,d/p,e,nc,1,0.737,6.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
515,516,5,0.524,5.748,sig,d/p,e,nc,1,0.758,7.2,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
516,517,5,0.483,5.374,sig,d/p,e,nc,1,0.8035,6.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
517,518,5,0.442,4.977,sig,d/p,e,nc,1,0.6965,5.6,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
518,519,5,0.402,4.583,sig,d/p,e,nc,1,0.7605,5.0,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
519,520,5,0.363,4.193,sig,d/p,e,nc,1,0.751,4.3,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
520,521,5,0.329,3.85,sig,d/p,e,nc,1,0.6685,8.9,0.5,0.0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0,0,1
521,522,6,0.42,1.681,sig,d/p,e,nc,1,0.811,1.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
522,523,6,0.364,1.641,sig,d/p,e,nc,1,0.7935,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
523,524,6,0.324,1.606,sig,d/p,e,nc,1,0.8245,1.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
524,525,6,0.213,1.457,sig,d/p,e,nc,1,0.8805,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
525,526,6,0.134,1.256,sig,d/p,e,nc,1,0.899,1.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
526,527,6,0.082,1.019,sig,d/p,e,nc,1,0.9355,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
527,528,6,0.063,0.887,sig,d/p,e,nc,1,0.9405,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
528,529,6,0.519,2.377,sig,d/p,e,nc,1,0.7305,3.5,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
529,530,6,0.448,2.32,sig,d/p,e,nc,1,0.783,2.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
530,531,6,0.404,2.277,sig,d/p,e,nc,1,0.809,2.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
531,532,6,0.344,2.206,sig,d/p,e,nc,1,0.8865,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
532,533,6,0.281,2.105,sig,d/p,e,nc,1,0.8515,1.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
533,534,6,0.229,1.993,sig,d/p,e,nc,1,0.863,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
534,535,6,0.187,1.869,sig,d/p,e,nc,1,0.8865,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
535,536,6,0.152,1.736,sig,d/p,e,nc,1,0.9015,1.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
536,537,6,0.123,1.592,sig,d/p,e,nc,1,0.92,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
537,538,6,0.078,1.272,sig,d/p,e,nc,1,0.931,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
538,539,6,0.601,3.502,sig,d/p,e,nc,1,0.7235,1.7,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
539,540,6,0.548,3.449,sig,d/p,e,nc,1,0.77,1.7,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
540,541,6,0.493,3.384,sig,d/p,e,nc,1,0.758,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
541,542,6,0.44,3.31,sig,d/p,e,nc,1,0.7755,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
542,543,6,0.372,3.189,sig,d/p,e,nc,1,0.815,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
543,544,6,0.313,3.055,sig,d/p,e,nc,1,0.835,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
544,545,6,0.249,2.852,sig,d/p,e,nc,1,0.8435,1.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
545,546,6,0.185,2.576,sig,d/p,e,nc,1,0.8925,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
546,547,6,0.153,2.391,sig,d/p,e,nc,1,0.88,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
547,548,6,0.127,2.193,sig,d/p,e,nc,1,0.908,2.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
548,549,6,0.103,1.983,sig,d/p,e,nc,1,0.909,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
549,550,6,0.083,1.759,sig,d/p,e,nc,1,0.9325,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
550,551,6,0.066,1.523,sig,d/p,e,nc,1,0.9055,3.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
551,552,6,0.747,7.319,sig,d/p,e,nc,1,0.7225,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
552,553,6,0.703,7.144,sig,d/p,e,nc,1,0.716,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
553,554,6,0.659,6.955,sig,d/p,e,nc,1,0.7135,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
554,555,6,0.616,6.757,sig,d/p,e,nc,1,0.7325,1.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
555,556,6,0.536,6.341,sig,d/p,e,nc,1,0.7555,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
556,557,6,0.426,5.648,sig,d/p,e,nc,1,0.7725,0.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
557,558,6,0.353,5.09,sig,d/p,e,nc,1,0.8135,0.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
558,559,6,0.263,4.252,sig,d/p,e,nc,1,0.855,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
559,560,6,0.174,3.198,sig,d/p,e,nc,1,0.8655,2.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
560,561,6,0.804,10.125,sig,d/p,e,nc,1,0.741,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
561,562,6,0.759,9.881,sig,d/p,e,nc,1,0.716,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
562,563,6,0.69,9.471,sig,d/p,e,nc,1,0.7325,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
563,564,6,0.607,8.912,sig,d/p,e,nc,1,0.732,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
564,565,6,0.529,8.314,sig,d/p,e,nc,1,0.7395,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
565,566,6,0.421,7.332,sig,d/p,e,nc,1,0.781,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
566,567,6,0.35,6.558,sig,d/p,e,nc,1,0.7935,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
567,568,6,0.262,5.416,sig,d/p,e,nc,1,0.8515,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
568,569,6,0.174,4.018,sig,d/p,e,nc,1,0.8995,2.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
569,570,6,0.82,13.904,sig,d/p,e,nc,1,0.734,2.6,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
570,571,6,0.787,13.641,sig,d/p,e,nc,1,0.7075,2.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
571,572,6,0.749,13.318,sig,d/p,e,nc,1,0.719,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
572,573,6,0.675,12.643,sig,d/p,e,nc,1,0.72,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
573,574,6,0.596,11.844,sig,d/p,e,nc,1,0.7085,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
574,575,6,0.521,10.978,sig,d/p,e,nc,1,0.749,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
575,576,6,0.415,9.576,sig,d/p,e,nc,1,0.7775,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
576,577,6,0.519,2.501,sig,d/p,e,nc,1,0.7875,0.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
577,578,6,0.485,2.435,sig,d/p,e,nc,1,0.804,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
578,579,6,0.421,2.291,sig,d/p,e,nc,1,0.797,1.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
579,580,6,0.326,2.028,sig,d/p,e,nc,1,0.8255,1.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
580,581,6,0.243,1.727,sig,d/p,e,nc,1,0.8425,1.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
581,582,6,0.173,1.395,sig,d/p,e,nc,1,0.907,1.5,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
582,583,6,0.72,6.037,sig,d/p,e,nc,1,0.7235,2.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
583,584,6,0.651,5.775,sig,d/p,e,nc,1,0.733,4.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
584,585,6,0.614,5.621,sig,d/p,e,nc,1,0.741,3.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
585,586,6,0.544,5.303,sig,d/p,e,nc,1,0.744,2.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
586,587,6,0.432,4.693,sig,d/p,e,nc,1,0.7735,2.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
587,588,6,0.358,4.208,sig,d/p,e,nc,1,0.7915,1.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
588,589,6,0.267,3.488,sig,d/p,e,nc,1,0.868,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
589,590,6,0.176,2.598,sig,d/p,e,nc,1,0.9095,2.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
590,591,6,0.791,9.224,sig,d/p,e,nc,1,0.707,2.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
591,592,6,0.747,8.979,sig,d/p,e,nc,1,0.7255,2.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
592,593,6,0.69,8.633,sig,d/p,e,nc,1,0.716,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
593,594,6,0.609,8.098,sig,d/p,e,nc,1,0.7055,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
