,exp,Elab,x,Q2,obs,target,lepton beam,current,units,value unscaled,stat unscaled,sys unscaled,value,stat_u,sys_u,*norm_c
639,bonus,5.262,0.688,1.429,F2,n/d,e_minus,NC,1,0.628,0.04,0.038,1.256,0.08,0.076,0.05652
640,bonus,5.262,0.672,1.429,F2,n/d,e_minus,NC,1,0.565,0.036,0.031,1.13,0.072,0.062,0.05084999999999999
641,bonus,5.262,0.656,1.43,F2,n/d,e_minus,NC,1,0.532,0.035,0.027,1.064,0.07,0.054,0.04788
642,bonus,5.262,0.641,1.428,F2,n/d,e_minus,NC,1,0.417,0.031,0.02,0.834,0.062,0.04,0.037529999999999994
643,bonus,5.262,0.626,1.43,F2,n/d,e_minus,NC,1,0.383,0.03,0.017,0.766,0.06,0.034,0.03447
644,bonus,5.262,0.611,1.429,F2,n/d,e_minus,NC,1,0.357,0.029,0.015,0.714,0.058,0.03,0.03213
645,bonus,5.262,0.598,1.429,F2,n/d,e_minus,NC,1,0.369,0.029,0.014,0.738,0.058,0.028,0.033209999999999996
646,bonus,5.262,0.585,1.429,F2,n/d,e_minus,NC,1,0.394,0.03,0.014,0.788,0.06,0.028,0.03546
647,bonus,5.262,0.573,1.428,F2,n/d,e_minus,NC,1,0.383,0.029,0.013,0.766,0.058,0.026,0.03447
648,bonus,5.262,0.559,1.429,F2,n/d,e_minus,NC,1,0.402,0.029,0.013,0.804,0.058,0.026,0.036180000000000004
649,bonus,5.262,0.547,1.428,F2,n/d,e_minus,NC,1,0.399,0.029,0.012,0.798,0.058,0.024,0.03591
650,bonus,5.262,0.535,1.429,F2,n/d,e_minus,NC,1,0.423,0.029,0.012,0.846,0.058,0.024,0.03807
651,bonus,5.262,0.524,1.428,F2,n/d,e_minus,NC,1,0.439,0.028,0.012,0.878,0.056,0.024,0.039509999999999997
652,bonus,5.262,0.512,1.428,F2,n/d,e_minus,NC,1,0.382,0.026,0.01,0.764,0.052,0.02,0.03438
653,bonus,5.262,0.501,1.426,F2,n/d,e_minus,NC,1,0.458,0.027,0.011,0.916,0.054,0.022,0.04122
654,bonus,5.262,0.49,1.425,F2,n/d,e_minus,NC,1,0.393,0.025,0.009,0.786,0.05,0.018,0.03537
655,bonus,5.262,0.481,1.425,F2,n/d,e_minus,NC,1,0.413,0.024,0.009,0.826,0.048,0.018,0.037169999999999995
656,bonus,5.262,0.471,1.425,F2,n/d,e_minus,NC,1,0.37,0.023,0.008,0.74,0.046,0.016,0.033299999999999996
657,bonus,5.262,0.461,1.424,F2,n/d,e_minus,NC,1,0.373,0.023,0.007,0.746,0.046,0.014,0.033569999999999996
658,bonus,5.262,0.453,1.424,F2,n/d,e_minus,NC,1,0.401,0.024,0.008,0.802,0.048,0.016,0.036090000000000004
659,bonus,5.262,0.443,1.424,F2,n/d,e_minus,NC,1,0.374,0.023,0.007,0.748,0.046,0.014,0.033659999999999995
660,bonus,5.262,0.434,1.424,F2,n/d,e_minus,NC,1,0.401,0.023,0.007,0.802,0.046,0.014,0.036090000000000004
661,bonus,5.262,0.426,1.424,F2,n/d,e_minus,NC,1,0.416,0.023,0.007,0.832,0.046,0.014,0.037439999999999994
662,bonus,5.262,0.417,1.424,F2,n/d,e_minus,NC,1,0.438,0.023,0.007,0.876,0.046,0.014,0.03942
663,bonus,5.262,0.41,1.425,F2,n/d,e_minus,NC,1,0.405,0.022,0.006,0.81,0.044,0.012,0.03645
664,bonus,5.262,0.401,1.425,F2,n/d,e_minus,NC,1,0.418,0.022,0.006,0.836,0.044,0.012,0.037619999999999994
665,bonus,5.262,0.394,1.425,F2,n/d,e_minus,NC,1,0.4,0.021,0.006,0.8,0.042,0.012,0.036
666,bonus,5.262,0.386,1.426,F2,n/d,e_minus,NC,1,0.351,0.02,0.005,0.702,0.04,0.01,0.03159
667,bonus,5.262,0.379,1.427,F2,n/d,e_minus,NC,1,0.385,0.021,0.005,0.77,0.042,0.01,0.03465
668,bonus,5.262,0.372,1.427,F2,n/d,e_minus,NC,1,0.367,0.02,0.005,0.734,0.04,0.01,0.03303
669,bonus,5.262,0.365,1.428,F2,n/d,e_minus,NC,1,0.388,0.021,0.005,0.776,0.042,0.01,0.03492
670,bonus,5.262,0.359,1.429,F2,n/d,e_minus,NC,1,0.41,0.021,0.005,0.82,0.042,0.01,0.036899999999999995
671,bonus,5.262,0.352,1.43,F2,n/d,e_minus,NC,1,0.381,0.02,0.005,0.762,0.04,0.01,0.03429
672,bonus,5.262,0.345,1.431,F2,n/d,e_minus,NC,1,0.424,0.021,0.005,0.848,0.042,0.01,0.03816
673,bonus,5.262,0.34,1.431,F2,n/d,e_minus,NC,1,0.419,0.021,0.005,0.838,0.042,0.01,0.03771
674,bonus,5.262,0.334,1.432,F2,n/d,e_minus,NC,1,0.447,0.021,0.005,0.894,0.042,0.01,0.04023
675,bonus,5.262,0.327,1.431,F2,n/d,e_minus,NC,1,0.387,0.02,0.004,0.774,0.04,0.008,0.03483
676,bonus,5.262,0.322,1.432,F2,n/d,e_minus,NC,1,0.457,0.021,0.005,0.914,0.042,0.01,0.04113
677,bonus,5.262,0.316,1.431,F2,n/d,e_minus,NC,1,0.455,0.021,0.005,0.91,0.042,0.01,0.04095
678,bonus,5.262,0.31,1.431,F2,n/d,e_minus,NC,1,0.397,0.02,0.004,0.794,0.04,0.008,0.03573
679,bonus,5.262,0.305,1.43,F2,n/d,e_minus,NC,1,0.404,0.02,0.004,0.808,0.04,0.008,0.03636
680,bonus,5.262,0.3,1.431,F2,n/d,e_minus,NC,1,0.431,0.02,0.004,0.862,0.04,0.008,0.03879
681,bonus,5.262,0.294,1.429,F2,n/d,e_minus,NC,1,0.397,0.019,0.004,0.794,0.038,0.008,0.03573
682,bonus,5.262,0.289,1.429,F2,n/d,e_minus,NC,1,0.377,0.019,0.003,0.754,0.038,0.006,0.03393
683,bonus,5.262,0.285,1.429,F2,n/d,e_minus,NC,1,0.442,0.02,0.004,0.884,0.04,0.008,0.039779999999999996
684,bonus,5.262,0.28,1.429,F2,n/d,e_minus,NC,1,0.391,0.019,0.003,0.782,0.038,0.006,0.03519
685,bonus,5.262,0.276,1.428,F2,n/d,e_minus,NC,1,0.4,0.019,0.003,0.8,0.038,0.006,0.036
686,bonus,5.262,0.271,1.428,F2,n/d,e_minus,NC,1,0.399,0.02,0.003,0.798,0.04,0.006,0.03591
687,bonus,5.262,0.267,1.429,F2,n/d,e_minus,NC,1,0.423,0.02,0.003,0.846,0.04,0.006,0.03807
688,bonus,5.262,0.262,1.428,F2,n/d,e_minus,NC,1,0.41,0.02,0.003,0.82,0.04,0.006,0.036899999999999995
689,bonus,5.262,0.258,1.428,F2,n/d,e_minus,NC,1,0.405,0.019,0.003,0.81,0.038,0.006,0.03645
690,bonus,5.262,0.254,1.427,F2,n/d,e_minus,NC,1,0.392,0.019,0.003,0.784,0.038,0.006,0.03528
691,bonus,5.262,0.25,1.427,F2,n/d,e_minus,NC,1,0.45,0.02,0.003,0.9,0.04,0.006,0.0405
692,bonus,5.262,0.245,1.428,F2,n/d,e_minus,NC,1,0.419,0.02,0.003,0.838,0.04,0.006,0.03771
693,bonus,5.262,0.241,1.427,F2,n/d,e_minus,NC,1,0.387,0.019,0.003,0.774,0.038,0.006,0.03483
694,bonus,5.262,0.238,1.427,F2,n/d,e_minus,NC,1,0.409,0.019,0.003,0.818,0.038,0.006,0.036809999999999996
695,bonus,5.262,0.234,1.427,F2,n/d,e_minus,NC,1,0.421,0.02,0.003,0.842,0.04,0.006,0.03789
696,bonus,5.262,0.231,1.427,F2,n/d,e_minus,NC,1,0.455,0.02,0.003,0.91,0.04,0.006,0.04095
697,bonus,5.262,0.229,1.428,F2,n/d,e_minus,NC,1,0.39,0.019,0.003,0.78,0.038,0.006,0.0351
698,bonus,5.262,0.225,1.429,F2,n/d,e_minus,NC,1,0.406,0.019,0.003,0.812,0.038,0.006,0.03654
699,bonus,5.262,0.222,1.431,F2,n/d,e_minus,NC,1,0.424,0.019,0.003,0.848,0.038,0.006,0.03816
700,bonus,5.262,0.218,1.433,F2,n/d,e_minus,NC,1,0.431,0.019,0.003,0.862,0.038,0.006,0.03879
701,bonus,5.262,0.215,1.434,F2,n/d,e_minus,NC,1,0.438,0.018,0.003,0.876,0.036,0.006,0.03942
702,bonus,5.262,0.211,1.435,F2,n/d,e_minus,NC,1,0.44,0.018,0.003,0.88,0.036,0.006,0.039599999999999996
703,bonus,5.262,0.208,1.435,F2,n/d,e_minus,NC,1,0.449,0.018,0.003,0.898,0.036,0.006,0.04041
704,bonus,5.262,0.206,1.435,F2,n/d,e_minus,NC,1,0.421,0.017,0.002,0.842,0.034,0.004,0.03789
705,bonus,5.262,0.203,1.433,F2,n/d,e_minus,NC,1,0.447,0.018,0.003,0.894,0.036,0.006,0.04023
706,bonus,5.262,0.823,1.7,F2,n/d,e_minus,NC,1,0.18,0.031,0.021,0.36,0.062,0.042,0.0162
707,bonus,5.262,0.804,1.701,F2,n/d,e_minus,NC,1,0.292,0.047,0.031,0.584,0.094,0.062,0.026279999999999998
708,bonus,5.262,0.788,1.701,F2,n/d,e_minus,NC,1,0.38,0.052,0.037,0.76,0.104,0.074,0.0342
709,bonus,5.262,0.77,1.7,F2,n/d,e_minus,NC,1,0.544,0.057,0.048,1.088,0.114,0.096,0.048960000000000004
710,bonus,5.262,0.755,1.702,F2,n/d,e_minus,NC,1,0.609,0.055,0.05,1.218,0.11,0.1,0.05481
711,bonus,5.262,0.74,1.702,F2,n/d,e_minus,NC,1,0.602,0.051,0.046,1.204,0.102,0.092,0.05418
712,bonus,5.262,0.725,1.704,F2,n/d,e_minus,NC,1,0.686,0.05,0.049,1.372,0.1,0.098,0.06174
713,bonus,5.262,0.71,1.703,F2,n/d,e_minus,NC,1,0.593,0.044,0.039,1.186,0.088,0.078,0.053369999999999994
714,bonus,5.262,0.694,1.704,F2,n/d,e_minus,NC,1,0.525,0.04,0.032,1.05,0.08,0.064,0.04725
715,bonus,5.262,0.68,1.704,F2,n/d,e_minus,NC,1,0.39,0.036,0.022,0.78,0.072,0.044,0.0351
716,bonus,5.262,0.668,1.705,F2,n/d,e_minus,NC,1,0.386,0.035,0.021,0.772,0.07,0.042,0.03474
717,bonus,5.262,0.652,1.705,F2,n/d,e_minus,NC,1,0.396,0.035,0.02,0.792,0.07,0.04,0.03564
718,bonus,5.262,0.639,1.706,F2,n/d,e_minus,NC,1,0.412,0.035,0.019,0.824,0.07,0.038,0.037079999999999995
719,bonus,5.262,0.626,1.707,F2,n/d,e_minus,NC,1,0.398,0.034,0.018,0.796,0.068,0.036,0.03582
720,bonus,5.262,0.617,1.705,F2,n/d,e_minus,NC,1,0.376,0.033,0.016,0.752,0.066,0.032,0.03384
721,bonus,5.262,0.603,1.705,F2,n/d,e_minus,NC,1,0.394,0.033,0.016,0.788,0.066,0.032,0.03546
722,bonus,5.262,0.59,1.705,F2,n/d,e_minus,NC,1,0.379,0.032,0.014,0.758,0.064,0.028,0.03411
723,bonus,5.262,0.579,1.705,F2,n/d,e_minus,NC,1,0.371,0.03,0.013,0.742,0.06,0.026,0.033389999999999996
724,bonus,5.262,0.568,1.704,F2,n/d,e_minus,NC,1,0.385,0.03,0.013,0.77,0.06,0.026,0.03465
725,bonus,5.262,0.557,1.704,F2,n/d,e_minus,NC,1,0.422,0.03,0.013,0.844,0.06,0.026,0.03798
726,bonus,5.262,0.546,1.704,F2,n/d,e_minus,NC,1,0.436,0.029,0.013,0.872,0.058,0.026,0.03924
727,bonus,5.262,0.535,1.704,F2,n/d,e_minus,NC,1,0.442,0.029,0.013,0.884,0.058,0.026,0.039779999999999996
728,bonus,5.262,0.526,1.704,F2,n/d,e_minus,NC,1,0.443,0.028,0.012,0.886,0.056,0.024,0.039869999999999996
729,bonus,5.262,0.516,1.704,F2,n/d,e_minus,NC,1,0.386,0.027,0.01,0.772,0.054,0.02,0.03474
730,bonus,5.262,0.506,1.704,F2,n/d,e_minus,NC,1,0.363,0.025,0.009,0.726,0.05,0.018,0.03267
731,bonus,5.262,0.496,1.704,F2,n/d,e_minus,NC,1,0.392,0.026,0.009,0.784,0.052,0.018,0.03528
732,bonus,5.262,0.487,1.703,F2,n/d,e_minus,NC,1,0.384,0.025,0.009,0.768,0.05,0.018,0.03456
733,bonus,5.262,0.478,1.704,F2,n/d,e_minus,NC,1,0.367,0.024,0.008,0.734,0.048,0.016,0.03303
734,bonus,5.262,0.469,1.703,F2,n/d,e_minus,NC,1,0.369,0.024,0.008,0.738,0.048,0.016,0.033209999999999996
735,bonus,5.262,0.461,1.703,F2,n/d,e_minus,NC,1,0.417,0.025,0.008,0.834,0.05,0.016,0.037529999999999994
736,bonus,5.262,0.453,1.704,F2,n/d,e_minus,NC,1,0.456,0.025,0.009,0.912,0.05,0.018,0.04104
737,bonus,5.262,0.444,1.704,F2,n/d,e_minus,NC,1,0.369,0.023,0.007,0.738,0.046,0.014,0.033209999999999996
738,bonus,5.262,0.437,1.704,F2,n/d,e_minus,NC,1,0.37,0.022,0.007,0.74,0.044,0.014,0.033299999999999996
739,bonus,5.262,0.429,1.704,F2,n/d,e_minus,NC,1,0.378,0.022,0.007,0.756,0.044,0.014,0.03402
740,bonus,5.262,0.422,1.703,F2,n/d,e_minus,NC,1,0.371,0.022,0.006,0.742,0.044,0.012,0.033389999999999996
741,bonus,5.262,0.413,1.704,F2,n/d,e_minus,NC,1,0.381,0.022,0.006,0.762,0.044,0.012,0.03429
742,bonus,5.262,0.407,1.704,F2,n/d,e_minus,NC,1,0.33,0.021,0.005,0.66,0.042,0.01,0.0297
743,bonus,5.262,0.4,1.704,F2,n/d,e_minus,NC,1,0.434,0.023,0.007,0.868,0.046,0.014,0.03906
744,bonus,5.262,0.393,1.704,F2,n/d,e_minus,NC,1,0.387,0.022,0.006,0.774,0.044,0.012,0.03483
745,bonus,5.262,0.387,1.704,F2,n/d,e_minus,NC,1,0.378,0.022,0.005,0.756,0.044,0.01,0.03402
746,bonus,5.262,0.381,1.705,F2,n/d,e_minus,NC,1,0.405,0.022,0.006,0.81,0.044,0.012,0.03645
747,bonus,5.262,0.373,1.704,F2,n/d,e_minus,NC,1,0.43,0.022,0.006,0.86,0.044,0.012,0.0387
748,bonus,5.262,0.367,1.704,F2,n/d,e_minus,NC,1,0.418,0.022,0.005,0.836,0.044,0.01,0.037619999999999994
749,bonus,5.262,0.361,1.704,F2,n/d,e_minus,NC,1,0.362,0.021,0.005,0.724,0.042,0.01,0.03258
750,bonus,5.262,0.355,1.704,F2,n/d,e_minus,NC,1,0.405,0.022,0.005,0.81,0.044,0.01,0.03645
751,bonus,5.262,0.348,1.703,F2,n/d,e_minus,NC,1,0.438,0.022,0.005,0.876,0.044,0.01,0.03942
752,bonus,5.262,0.343,1.702,F2,n/d,e_minus,NC,1,0.4,0.022,0.005,0.8,0.044,0.01,0.036
753,bonus,5.262,0.337,1.703,F2,n/d,e_minus,NC,1,0.428,0.022,0.005,0.856,0.044,0.01,0.03852
754,bonus,5.262,0.332,1.704,F2,n/d,e_minus,NC,1,0.394,0.021,0.004,0.788,0.042,0.008,0.03546
755,bonus,5.262,0.328,1.704,F2,n/d,e_minus,NC,1,0.416,0.022,0.004,0.832,0.044,0.008,0.037439999999999994
756,bonus,5.262,0.323,1.704,F2,n/d,e_minus,NC,1,0.428,0.022,0.004,0.856,0.044,0.008,0.03852
757,bonus,5.262,0.318,1.704,F2,n/d,e_minus,NC,1,0.436,0.022,0.004,0.872,0.044,0.008,0.03924
758,bonus,5.262,0.313,1.705,F2,n/d,e_minus,NC,1,0.44,0.022,0.004,0.88,0.044,0.008,0.039599999999999996
759,bonus,5.262,0.307,1.705,F2,n/d,e_minus,NC,1,0.431,0.021,0.004,0.862,0.042,0.008,0.03879
760,bonus,5.262,0.303,1.707,F2,n/d,e_minus,NC,1,0.401,0.021,0.004,0.802,0.042,0.008,0.036090000000000004
761,bonus,5.262,0.298,1.707,F2,n/d,e_minus,NC,1,0.414,0.021,0.004,0.828,0.042,0.008,0.037259999999999995
762,bonus,5.262,0.293,1.707,F2,n/d,e_minus,NC,1,0.444,0.021,0.004,0.888,0.042,0.008,0.03996
763,bonus,5.262,0.29,1.708,F2,n/d,e_minus,NC,1,0.414,0.02,0.004,0.828,0.04,0.008,0.037259999999999995
764,bonus,5.262,0.285,1.709,F2,n/d,e_minus,NC,1,0.406,0.02,0.004,0.812,0.04,0.008,0.03654
765,bonus,5.262,0.281,1.709,F2,n/d,e_minus,NC,1,0.419,0.02,0.004,0.838,0.04,0.008,0.03771
766,bonus,5.262,0.276,1.71,F2,n/d,e_minus,NC,1,0.399,0.019,0.003,0.798,0.038,0.006,0.03591
767,bonus,5.262,0.273,1.71,F2,n/d,e_minus,NC,1,0.42,0.019,0.003,0.84,0.038,0.006,0.0378
768,bonus,5.262,0.268,1.71,F2,n/d,e_minus,NC,1,0.407,0.019,0.003,0.814,0.038,0.006,0.036629999999999996
769,bonus,5.262,0.264,1.71,F2,n/d,e_minus,NC,1,0.451,0.019,0.004,0.902,0.038,0.008,0.04059
770,bonus,5.262,0.26,1.71,F2,n/d,e_minus,NC,1,0.391,0.018,0.003,0.782,0.036,0.006,0.03519
771,bonus,5.262,0.257,1.709,F2,n/d,e_minus,NC,1,0.424,0.019,0.003,0.848,0.038,0.006,0.03816
772,bonus,5.262,0.253,1.708,F2,n/d,e_minus,NC,1,0.431,0.019,0.003,0.862,0.038,0.006,0.03879
773,bonus,5.262,0.25,1.708,F2,n/d,e_minus,NC,1,0.452,0.019,0.003,0.904,0.038,0.006,0.04068
774,bonus,5.262,0.246,1.708,F2,n/d,e_minus,NC,1,0.427,0.018,0.003,0.854,0.036,0.006,0.03843
775,bonus,5.262,0.242,1.708,F2,n/d,e_minus,NC,1,0.419,0.018,0.003,0.838,0.036,0.006,0.03771
776,bonus,5.262,0.239,1.707,F2,n/d,e_minus,NC,1,0.44,0.026,0.003,0.88,0.052,0.006,0.039599999999999996
777,bonus,5.262,0.847,2.032,F2,n/d,e_minus,NC,1,0.149,0.035,0.019,0.298,0.07,0.038,0.013409999999999998
778,bonus,5.262,0.829,2.032,F2,n/d,e_minus,NC,1,0.297,0.056,0.035,0.594,0.112,0.07,0.026729999999999997
779,bonus,5.262,0.816,2.032,F2,n/d,e_minus,NC,1,0.447,0.067,0.049,0.894,0.134,0.098,0.04023
780,bonus,5.262,0.802,2.032,F2,n/d,e_minus,NC,1,0.503,0.068,0.052,1.006,0.136,0.104,0.04527
781,bonus,5.262,0.787,2.031,F2,n/d,e_minus,NC,1,0.534,0.065,0.051,1.068,0.13,0.102,0.04806
782,bonus,5.262,0.773,2.032,F2,n/d,e_minus,NC,1,0.495,0.059,0.044,0.99,0.118,0.088,0.04455
783,bonus,5.262,0.759,2.031,F2,n/d,e_minus,NC,1,0.563,0.056,0.047,1.126,0.112,0.094,0.05066999999999999
784,bonus,5.262,0.745,2.032,F2,n/d,e_minus,NC,1,0.613,0.054,0.048,1.226,0.108,0.096,0.05517
785,bonus,5.262,0.731,2.031,F2,n/d,e_minus,NC,1,0.522,0.05,0.038,1.044,0.1,0.076,0.04698
786,bonus,5.262,0.716,2.032,F2,n/d,e_minus,NC,1,0.476,0.046,0.032,0.952,0.092,0.064,0.042839999999999996
787,bonus,5.262,0.705,2.033,F2,n/d,e_minus,NC,1,0.357,0.04,0.023,0.714,0.08,0.046,0.03213
788,bonus,5.262,0.693,2.031,F2,n/d,e_minus,NC,1,0.387,0.042,0.024,0.774,0.084,0.048,0.03483
789,bonus,5.262,0.679,2.035,F2,n/d,e_minus,NC,1,0.339,0.04,0.019,0.678,0.08,0.038,0.030510000000000002
790,bonus,5.262,0.667,2.033,F2,n/d,e_minus,NC,1,0.369,0.04,0.02,0.738,0.08,0.04,0.033209999999999996
791,bonus,5.262,0.655,2.033,F2,n/d,e_minus,NC,1,0.415,0.041,0.021,0.83,0.082,0.042,0.037349999999999994
792,bonus,5.262,0.643,2.034,F2,n/d,e_minus,NC,1,0.337,0.037,0.016,0.674,0.074,0.032,0.03033
793,bonus,5.262,0.633,2.035,F2,n/d,e_minus,NC,1,0.387,0.039,0.018,0.774,0.078,0.036,0.03483
794,bonus,5.262,0.622,2.033,F2,n/d,e_minus,NC,1,0.319,0.034,0.014,0.638,0.068,0.028,0.02871
795,bonus,5.262,0.61,2.033,F2,n/d,e_minus,NC,1,0.405,0.036,0.017,0.81,0.072,0.034,0.03645
796,bonus,5.262,0.6,2.033,F2,n/d,e_minus,NC,1,0.436,0.036,0.017,0.872,0.072,0.034,0.03924
797,bonus,5.262,0.59,2.032,F2,n/d,e_minus,NC,1,0.405,0.035,0.015,0.81,0.07,0.03,0.03645
798,bonus,5.262,0.58,2.034,F2,n/d,e_minus,NC,1,0.45,0.034,0.016,0.9,0.068,0.032,0.0405
799,bonus,5.262,0.57,2.034,F2,n/d,e_minus,NC,1,0.377,0.032,0.013,0.754,0.064,0.026,0.03393
800,bonus,5.262,0.559,2.032,F2,n/d,e_minus,NC,1,0.336,0.03,0.011,0.672,0.06,0.022,0.03024
801,bonus,5.262,0.55,2.034,F2,n/d,e_minus,NC,1,0.368,0.031,0.011,0.736,0.062,0.022,0.03312
802,bonus,5.262,0.541,2.033,F2,n/d,e_minus,NC,1,0.381,0.031,0.011,0.762,0.062,0.022,0.03429
803,bonus,5.262,0.531,2.033,F2,n/d,e_minus,NC,1,0.385,0.03,0.011,0.77,0.06,0.022,0.03465
804,bonus,5.262,0.522,2.033,F2,n/d,e_minus,NC,1,0.441,0.031,0.012,0.882,0.062,0.024,0.039689999999999996
805,bonus,5.262,0.512,2.034,F2,n/d,e_minus,NC,1,0.393,0.029,0.01,0.786,0.058,0.02,0.03537
806,bonus,5.262,0.505,2.035,F2,n/d,e_minus,NC,1,0.385,0.029,0.01,0.77,0.058,0.02,0.03465
807,bonus,5.262,0.496,2.033,F2,n/d,e_minus,NC,1,0.427,0.029,0.01,0.854,0.058,0.02,0.03843
808,bonus,5.262,0.489,2.033,F2,n/d,e_minus,NC,1,0.348,0.026,0.008,0.696,0.052,0.016,0.031319999999999994
809,bonus,5.262,0.481,2.033,F2,n/d,e_minus,NC,1,0.388,0.027,0.009,0.776,0.054,0.018,0.03492
810,bonus,5.262,0.473,2.033,F2,n/d,e_minus,NC,1,0.414,0.027,0.009,0.828,0.054,0.018,0.037259999999999995
811,bonus,5.262,0.464,2.033,F2,n/d,e_minus,NC,1,0.379,0.026,0.008,0.758,0.052,0.016,0.03411
812,bonus,5.262,0.457,2.033,F2,n/d,e_minus,NC,1,0.384,0.026,0.008,0.768,0.052,0.016,0.03456
813,bonus,5.262,0.45,2.033,F2,n/d,e_minus,NC,1,0.395,0.026,0.008,0.79,0.052,0.016,0.03555
814,bonus,5.262,0.443,2.034,F2,n/d,e_minus,NC,1,0.364,0.025,0.007,0.728,0.05,0.014,0.03276
815,bonus,5.262,0.436,2.033,F2,n/d,e_minus,NC,1,0.397,0.026,0.007,0.794,0.052,0.014,0.03573
816,bonus,5.262,0.429,2.033,F2,n/d,e_minus,NC,1,0.409,0.026,0.007,0.818,0.052,0.014,0.036809999999999996
817,bonus,5.262,0.422,2.034,F2,n/d,e_minus,NC,1,0.409,0.026,0.007,0.818,0.052,0.014,0.036809999999999996
818,bonus,5.262,0.416,2.034,F2,n/d,e_minus,NC,1,0.432,0.026,0.007,0.864,0.052,0.014,0.03888
819,bonus,5.262,0.41,2.035,F2,n/d,e_minus,NC,1,0.437,0.026,0.007,0.874,0.052,0.014,0.03933
820,bonus,5.262,0.403,2.037,F2,n/d,e_minus,NC,1,0.377,0.024,0.006,0.754,0.048,0.012,0.03393
821,bonus,5.262,0.397,2.038,F2,n/d,e_minus,NC,1,0.389,0.024,0.006,0.778,0.048,0.012,0.03501
822,bonus,5.262,0.392,2.039,F2,n/d,e_minus,NC,1,0.376,0.024,0.005,0.752,0.048,0.01,0.03384
823,bonus,5.262,0.386,2.04,F2,n/d,e_minus,NC,1,0.446,0.025,0.006,0.892,0.05,0.012,0.04014
824,bonus,5.262,0.379,2.041,F2,n/d,e_minus,NC,1,0.418,0.024,0.006,0.836,0.048,0.012,0.037619999999999994
825,bonus,5.262,0.374,2.041,F2,n/d,e_minus,NC,1,0.359,0.023,0.005,0.718,0.046,0.01,0.03231
826,bonus,5.262,0.368,2.041,F2,n/d,e_minus,NC,1,0.439,0.024,0.006,0.878,0.048,0.012,0.039509999999999997
827,bonus,5.262,0.363,2.042,F2,n/d,e_minus,NC,1,0.389,0.023,0.005,0.778,0.046,0.01,0.03501
828,bonus,5.262,0.357,2.041,F2,n/d,e_minus,NC,1,0.418,0.023,0.005,0.836,0.046,0.01,0.037619999999999994
829,bonus,5.262,0.351,2.04,F2,n/d,e_minus,NC,1,0.386,0.023,0.005,0.772,0.046,0.01,0.03474
830,bonus,5.262,0.347,2.039,F2,n/d,e_minus,NC,1,0.388,0.022,0.004,0.776,0.044,0.008,0.03492
831,bonus,5.262,0.342,2.039,F2,n/d,e_minus,NC,1,0.401,0.022,0.005,0.802,0.044,0.01,0.036090000000000004
832,bonus,5.262,0.336,2.039,F2,n/d,e_minus,NC,1,0.413,0.022,0.005,0.826,0.044,0.01,0.037169999999999995
833,bonus,5.262,0.331,2.04,F2,n/d,e_minus,NC,1,0.389,0.022,0.004,0.778,0.044,0.008,0.03501
834,bonus,5.262,0.326,2.04,F2,n/d,e_minus,NC,1,0.396,0.022,0.004,0.792,0.044,0.008,0.03564
835,bonus,5.262,0.322,2.04,F2,n/d,e_minus,NC,1,0.373,0.021,0.004,0.746,0.042,0.008,0.033569999999999996
836,bonus,5.262,0.318,2.04,F2,n/d,e_minus,NC,1,0.409,0.022,0.004,0.818,0.044,0.008,0.036809999999999996
837,bonus,5.262,0.313,2.039,F2,n/d,e_minus,NC,1,0.409,0.022,0.004,0.818,0.044,0.008,0.036809999999999996
838,bonus,5.262,0.307,2.037,F2,n/d,e_minus,NC,1,0.406,0.022,0.004,0.812,0.044,0.008,0.03654
839,bonus,5.262,0.304,2.036,F2,n/d,e_minus,NC,1,0.41,0.022,0.004,0.82,0.044,0.008,0.036899999999999995
840,bonus,5.262,0.3,2.036,F2,n/d,e_minus,NC,1,0.452,0.022,0.004,0.904,0.044,0.008,0.04068
841,bonus,5.262,0.296,2.034,F2,n/d,e_minus,NC,1,0.42,0.022,0.004,0.84,0.044,0.008,0.0378
842,bonus,5.262,0.291,2.034,F2,n/d,e_minus,NC,1,0.463,0.023,0.004,0.926,0.046,0.008,0.04167
843,bonus,5.262,0.287,2.033,F2,n/d,e_minus,NC,1,0.429,0.023,0.004,0.858,0.046,0.008,0.03861
844,bonus,5.262,0.282,2.034,F2,n/d,e_minus,NC,1,0.382,0.032,0.003,0.764,0.064,0.006,0.03438
845,bonus,5.262,0.868,2.42,F2,n/d,e_minus,NC,1,0.222,0.048,0.032,0.444,0.096,0.064,0.01998
846,bonus,5.262,0.854,2.421,F2,n/d,e_minus,NC,1,0.23,0.063,0.031,0.46,0.126,0.062,0.0207
847,bonus,5.262,0.84,2.419,F2,n/d,e_minus,NC,1,0.373,0.08,0.047,0.746,0.16,0.094,0.033569999999999996
848,bonus,5.262,0.83,2.417,F2,n/d,e_minus,NC,1,0.534,0.089,0.063,1.068,0.178,0.126,0.04806
849,bonus,5.262,0.815,2.415,F2,n/d,e_minus,NC,1,0.529,0.08,0.059,1.058,0.16,0.118,0.04761
850,bonus,5.262,0.801,2.417,F2,n/d,e_minus,NC,1,0.773,0.089,0.08,1.546,0.178,0.16,0.06956999999999999
851,bonus,5.262,0.788,2.416,F2,n/d,e_minus,NC,1,0.531,0.072,0.052,1.062,0.144,0.104,0.04779
